serial_no,procedure_name,cghs_rate,nabh_hospital_rate,non_nabh_hospital_rate,category
741,Operations for Vesicoureteric Reflux (VUR)-Lap/Endoscopic,18000.0,20700.0,18000.0,Surgery
742,Operations for Vesicoureteric Reflux (VUR)/ Urinary incontinence with bulking agents,20700.0,23805.0,20700.0,Surgery
743,Ureterostomy - Cutaneous,12000.0,13800.0,12000.0,Surgery
744,Uretero-Colic anastomosis,16000.0,18400.0,16000.0,Surgery
745,Formation of an Ileal Conduit,17250.0,19838.0,17250.0,Surgery
746,Ureteric Catheterisation,8278.0,10950.0,8278.0,Surgery
747,Biopsy of Bladder (Cystoscopic),2300.0,2645.0,2300.0,Surgery
748,Cysto-Litholapaxy,10925.0,12564.0,10925.0,Surgery
749,Operations for Injuries of the Bladder,10000.0,11500.0,10000.0,Surgery
750,Suprapubic Drainage (Cystostomy/vesicostomy),6000.0,6900.0,6000.0,Surgery
751,Simple Cystectomy,17250.0,19838.0,17250.0,Surgery
752,Diverticulectomy -open,16000.0,18400.0,16000.0,Surgery
753,Diverticulectomy- Lap/Endoscopic,18400.0,21160.0,18400.0,Surgery
754,Diverticulectomy -Endoscopic incision of neck,1725.0,1984.0,1725.0,Surgery
755,Augmentation Cystoplasty,6670.0,7671.0,6670.0,Surgery
756,Operations for Exstrophy of the Bladder- Single stage repair,22300.0,25645.0,22300.0,Surgery
757,Operations for Exstrophy of the Bladder- Multistage repair,20815.0,23937.0,20815.0,Surgery
758,Operations for Exstrophy of the Bladder- simple cystectomy with urinary diversion,22500.0,25875.0,22500.0,Surgery
759,Repair of Ureterocoel -Open,13800.0,15870.0,13800.0,Surgery
760,Repair of Ureterocoel -Lap/Endoscopic,14375.0,16531.0,14375.0,Surgery
761,Repair of Ureterocoel -Endoscopic incision,13000.0,14950.0,13000.0,Surgery
762,Open Suprapubic Prostatectomy,20700.0,23805.0,20700.0,Surgery
763,Open Retropubic Prostatectomy,20125.0,23144.0,20125.0,Surgery
764,Transurethral Resection of Prostate (TURP),18630.0,21425.0,18630.0,Surgery
765,Urethroscopy/ Cystopanendoscopy,4600.0,5290.0,4600.0,Scan
766,Internal urethrotomy -optical,5750.0,6613.0,5750.0,Surgery
767,Internal urethrotomy -Core through urethroplasty,11040.0,12696.0,11040.0,Surgery
768,Urethral Reconstruction -End to end ansatamosis,3450.0,3968.0,3450.0,Surgery
769,Urethral Reconstruction - substitution urethroplasty (Transpubic urethroplasty),19550.0,22483.0,19550.0,Surgery
770,Abdomino Perineal urethroplasty,14000.0,16100.0,14000.0,Surgery
771,Posterior Urethral Valve fulguration.,11270.0,12961.0,11270.0,Surgery
772,Operations for Incontinence of Urine - Male -Open,17250.0,19838.0,17250.0,Surgery
773,Operations for Incontinence of Urine - Male -Sling,18400.0,21160.0,18400.0,Surgery
774,Operations for Incontinence of Urine - Male-Bulking agent,19435.0,22350.0,19435.0,Surgery
775,Operations for Incontinence of Urine - Female -Open,17250.0,19838.0,17250.0,Surgery
776,Operations for Incontinence of Urine - Female-Sling,18400.0,21160.0,18400.0,Surgery
777,Operations for Incontinence of Urine - Female-Bulking agent,19435.0,22350.0,19435.0,Surgery
778,Reduction of Paraphimosis,1725.0,1984.0,1725.0,Surgery
779,Circumcision,3000.0,3450.0,3000.0,Surgery
780,Meatotomy,2346.0,2698.0,2346.0,Surgery
781,Meatoplasty,3220.0,3703.0,3220.0,Surgery
782,Operations for Hypospadias + Chordee Correction,9200.0,10580.0,9200.0,Surgery
783,Operations for Hypospadias - Second Stage,15000.0,17250.0,15000.0,Surgery
784,Operations for Hypospadias - One Stage Repair,9200.0,10580.0,9200.0,Surgery
785,Operations for Crippled Hypospadias,11500.0,13225.0,11500.0,Surgery
786,Operations for Epispadias _primary repair,12593.0,14482.0,12593.0,Surgery
787,Operations for Epispadias-crippled epispadias,11385.0,13093.0,11385.0,Surgery
788,Partial Amputation of the Penis,10764.0,12379.0,10764.0,Surgery
789,Total amputation of the Penis,12000.0,13800.0,12000.0,Surgery
790,Orchidectomy-Simple,9775.0,11241.0,9775.0,Surgery
791,Orchidectomy -Radical,12075.0,13886.0,12075.0,Surgery
792,Post Radical Orchidectomy retroperitoneal lymph node dissection.,14000.0,16100.0,14000.0,Surgery
793,Epididymectomy,15938.0,18750.0,15938.0,Surgery
794,Adreneclectomy Unilateral/Bilateral for Tumour/For Carcinoma- Open,25300.0,29095.0,25300.0,Surgery
795,Adreneclectomy Unilateral/Bilateral for Tumour/For Carcinoma -Lap/Endoscopic,14375.0,16531.0,14375.0,Surgery
796,Operations for Hydrocele - Unilateral,5865.0,6745.0,5865.0,Surgery
797,Operations for Hydrocele - Bilateral,8556.0,9839.0,8556.0,Surgery
798,Operation for Torsion of Testis,11500.0,13225.0,11500.0,Test
799,Micro-surgical Vasovasostomy /Vaso epidedymal ansatamosis .,11040.0,12696.0,11040.0,Surgery
800,Operations for Varicocele Unilateral-Microsurgical,7705.0,8861.0,7705.0,Surgery
801,Operations for Varicocele Palomo’s Unilateral - Lap,9200.0,10580.0,9200.0,Surgery
802,Operations for Varicocele Bilateral --Microsurgical,12650.0,14548.0,12650.0,Surgery
803,Operations for Varicocele Bilateral – Lap/ Palomo,14950.0,17193.0,14950.0,Surgery
804,Block Dissection of ilio-inguinal Nodes - One Side (For Ca- Penis),6325.0,7274.0,6325.0,Surgery
805,Block Dissection of ilio-inguinal Nodes -Both Sides (For Ca- Penis),23000.0,26450.0,23000.0,Surgery
806,Excision of Filarial Scrotum,11500.0,13225.0,11500.0,Surgery
807,Kidney Transplantation (related),200000.0,230000.0,200000.0,Surgery
808,Kidney Transplantation (Spousal/ unrelated) Including immunosuppressant therapy,300000.0,345000.0,300000.0,Surgery
809,ABO incompatible Transplantation,490000.0,563500.0,490000.0,Surgery
810,Swap Transplantation,388000.0,446200.0,388000.0,Surgery
811,Kidney Transplant Graft Nephrectomy,59500.0,68425.0,59500.0,Surgery
812,Donor Nephrectomy (open),28750.0,33063.0,28750.0,Surgery
813,Donor Nephrectomy (Laparoscopic),46000.0,52900.0,46000.0,Surgery
814,Cadaver Transplantation,83300.0,95795.0,83300.0,Surgery
815,Kidney Transplant with Native Kidney Nephrectomy (Related)/ Unilateral,28000.0,32200.0,28000.0,Surgery
816,Kidney Transplant with Native Kidney Nephrectomy (Related)/ Bilateral,85000.0,97750.0,85000.0,Surgery
817,Kidney Transplant with Native Kidney Nephrectomy (Spousal/ Unrelated) Unilateral,85000.0,97750.0,85000.0,Surgery
818,Kidney Transplant with Native Kidney Nephrectomy (Spousal/ Unrelated) Bilateral,85000.0,97750.0,85000.0,Surgery
819,Post-Transplant Collection drainage for Lymphocele (open),6800.0,7820.0,6800.0,Surgery
820,Post-Transplant Collection drainage for Lymphocele (percutaneous),6800.0,7820.0,6800.0,Surgery
821,Post-Transplant Collection drainage for Lymphocele (Laparoscopic),7650.0,8798.0,7650.0,Surgery
822,Arteriovenous Fistula for Haemodialysis,2300.0,2645.0,2300.0,Surgery
823,Arteriovenous Shunt for Haemodialysis,3500.0,4025.0,3500.0,Surgery
824,Jugular Catheterization for Haemodialysis,1500.0,1725.0,1500.0,Test
825,Subclavian Catheterization for Haemodialysis,2250.0,2588.0,2250.0,Test
826,One sided (single Lumen) Femoral Catheterization for Haemodialysis,1000.0,1150.0,1000.0,Test
827,Bilateral (single Lumen) Femoral Catheterization for Haemodialysis,1500.0,1725.0,1500.0,Test
828,Double Lumen Femoral Catheterization for Haemodialysis,1850.0,2128.0,1850.0,Test
829,Permcath Insertion,2800.0,3220.0,2800.0,Surgery
830,Arterio venous Prosthetic Graft,1850.0,2128.0,1850.0,Surgery
831,Single lumen Jugular Catheterization,1500.0,1725.0,1500.0,Test
832,Single lumen Subclavian Catheterization,1700.0,1955.0,1700.0,Test
833,Plasma Exchange/ Plasmapheresis,1725.0,1984.0,1725.0,Surgery
834,Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Open method,3500.0,4025.0,3500.0,Surgery
835,Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Schlendinger/ Seldinger method,3500.0,4025.0,3500.0,Surgery
836,Sustained low efficiency haemodialysis / hemodialysis,1250.0,1438.0,1250.0,Surgery
837,Continuous Veno venous/Arteriovenous Haemofilteration /Hemofilteration,2250.0,2588.0,2250.0,Surgery
838,Haemodialysis / Hemodialysis for Sero negative cases,1400.0,1610.0,1400.0,Surgery
839,Haemodialysis / Hemodialysis for Sero Positive cases,1650.0,1898.0,1650.0,Surgery
840,Acute Peritoneal Dialysis,1450.0,1668.0,1450.0,Surgery
841,Fistulogram for Arteriovenous Fistula,2500.0,2875.0,2500.0,Surgery
842,Ultrasound guided Kidney Bipsy,850.0,978.0,850.0,Scan
843,Fistula stenosis dilation,3000.0,3450.0,3000.0,Surgery
844,Slow continuous Ultrafilteration,2500.0,2875.0,2500.0,Surgery
845,Percutaneous Nephrolithotomy (PCNL) - Unilateral,20000.0,23000.0,20000.0,Surgery
846,Percutaneous Nephrolithotomy (PCNL) - Bilateral,25000.0,28750.0,25000.0,Surgery
847,Endoscopic Bulking agent Inject,4500.0,5175.0,4500.0,Surgery
848,Testicular Biopsy,1955.0,2248.0,1955.0,Test
849,Radical Nephrectomy -Open,17250.0,19838.0,17250.0,Surgery
850,Radical Nephrectomy -Lap/Endoscopic,20700.0,23805.0,20700.0,Surgery
851,Radical Nephrectomy plus IV thrombus,23000.0,26450.0,23000.0,Surgery
852,Radical Nephrectomy plus IV thrombus plus cardiac bypass.,23000.0,26450.0,23000.0,Surgery
853,Vesicovaginal Fistula (VVF) Repair (Open),16000.0,18400.0,16000.0,Surgery
854,Vesicovaginal Fistula (VVF) Repair (Laparoscopic),22000.0,25300.0,22000.0,Surgery
855,Radical Cystectomy -Ileal conduit,17000.0,19550.0,17000.0,Surgery
856,Radical Cystectomy - continent diversion.,15000.0,17250.0,15000.0,Surgery
857,Radical Cystectomy – Neo bladder,18500.0,21275.0,18500.0,Surgery
858,Nephrectomy Simple -Open,10074.0,11585.0,10074.0,Surgery
859,Nephrectomy Simple-lap/Endoscopic,12593.0,14482.0,12593.0,Surgery
860,Nephrostomy -Open,10000.0,11500.0,10000.0,Surgery
861,Nephrostomy -Lap/Endoscopic,10704.0,12310.0,10704.0,Surgery
862,Ureteric Reimplant for Megaureter/Vesicoureteric reflux/ ureterocele (open),10494.0,12068.0,10494.0,Surgery
863,Ureteric Reimplant for Megaureter/Vesicoureteric reflux/ ureterocele (Laparoscopic),10494.0,12068.0,10494.0,Surgery
864,Partial Cystectomy,13800.0,15870.0,13800.0,Surgery
865,Transurethral Resection of Prostate (TURP) & Transurethral Resection of Bladder Tumour (TURBT),17250.0,19838.0,17250.0,Surgery
866,Transurethral Resection of Prostate (TURP) with Cystolithotripsy,17000.0,19550.0,17000.0,Surgery
867,Closure of Urethral Fistula,11000.0,12650.0,11000.0,Surgery
868,Orchidopexy - Unilateral -Open,9867.0,11347.0,9867.0,Surgery
869,Orchidopexy - Unilateral- Lap/Endoscopic,12334.0,14184.0,12334.0,Surgery
870,Orchidopexy - Bilateral -Open,12282.0,14124.0,12282.0,Surgery
871,Orchidopexy - Bilateral -Lap/Endoscopic,14500.0,16675.0,14500.0,Surgery
872,Cystolithotomy -Suprapubic,9775.0,11241.0,9775.0,Surgery
873,Endoscopic Removal of Stone in Bladder,3450.0,3968.0,3450.0,Surgery
874,Resection Bladder Neck Endoscopic /Bladder neck incision/transurethral incision on prostrate,10925.0,12564.0,10925.0,Surgery
875,Ureteroscopic Surgery,10350.0,11903.0,10350.0,Surgery
876,Urethroplasty 1st Stage,10925.0,12564.0,10925.0,Surgery
877,Scrotal Exploration,8556.0,9839.0,8556.0,Surgery
878,Perineal Urethrostomy,4715.0,5422.0,4715.0,Surgery
879,Dilatation of Stricture Urethra under G.A.,2000.0,2300.0,2000.0,Surgery
880,Dilatation of Stricture Urethra under LA,1725.0,1984.0,1725.0,Surgery
881,Laparoscopic Nephrectomy (Select CGHS rate Code 508 for approved rate),33350.0,38353.0,33350.0,Scan
882,Laparoscopic partial Nephrectomy,10000.0,11500.0,10000.0,Surgery
883,Laparoscopic pyelolithotomy,12650.0,14548.0,12650.0,Surgery
884,Laparoscopic Pyeloplasty,9775.0,11241.0,9775.0,Surgery
885,Laparoscopic surgery for Renal cyst,9775.0,11241.0,9775.0,Surgery
886,Laparoscopic ureterolithotomy,11500.0,13225.0,11500.0,Surgery
887,Laparoscopic Nephroureterectomy,13225.0,15209.0,13225.0,Surgery
888,Extracorporeal Shock Wave Lithotripsy (ESWL),19550.0,22483.0,19550.0,Surgery
889,Uroflow Study (Uroflometry),450.0,518.0,450.0,Surgery
890,Urodynamic Study (Cystometry),480.0,552.0,480.0,Surgery
891,Cystoscopy with Retrograde Catheter -Unilateral /RGP,2803.0,3223.0,2803.0,Scan
892,Cystoscopy with Retrograde Catheter - Bilateral /RGP,4675.0,5376.0,4675.0,Scan
893,Cystoscopy with Bladder Biopsy (Cold Cup Biopsy),3381.0,3888.0,3381.0,Scan
894,Voiding-cysto-urethrogram and retrograde urethrogram (Nephrostogram),414.0,476.0,414.0,Surgery
895,Radical prostatectomy-Open,17825.0,20499.0,17825.0,Surgery
896,Radical prostatectomy-Laparoscopic,20125.0,23144.0,20125.0,Surgery
897,Radical prostatectomy- Robotic (Robotic Partial Nephrectomy),20125.0,23144.0,20125.0,Surgery
898,Holmium YAG Prostate Surgery,15000.0,17250.0,15000.0,Surgery
899,Holmium YAG Optical Internal Urethrotomy (OIU),4600.0,5290.0,4600.0,Surgery
900,Holmium YAG Core through internal Urethrotomy,17250.0,19838.0,17250.0,Surgery
901,Holmium YAG Stone Lithotripsy,10200.0,11730.0,10200.0,Surgery
902,Green Light laser for prostate,17250.0,19838.0,17250.0,Surgery
903,Retrograde Intrarenal Surgery (RIRS)/ Flexible Ureteroscopy,6800.0,7820.0,6800.0,Surgery
904,Microscopic Vaso-Epididymal Anastomosis (VEA)/ Vasovasostomy (reversal of vasectomy for Infertility treatment) (Select CGHS rate code 799 for approved rate),13500.0,15525.0,13500.0,Scan
905,Cystoscopic Botulinum Toxin Injection ( Over active bladder/ Neurogenic bladder),6800.0,7820.0,6800.0,Surgery
906,Peyronie’s disease – Plaque excision with grafting,3400.0,3910.0,3400.0,Surgery
907,High Intensity Focus Ultrasound (HIFU) (Robotic) for Carcinoma prostrate and renal cell carcinoma,4600.0,5290.0,4600.0,Scan
908,Prosthetic surgery for urinary incontinence,2300.0,2645.0,2300.0,Surgery
909,Transrectal Ultrasound (TRUS) guided prostate biopsy,575.0,661.0,575.0,Scan
910,Ultrasound Guided Percutaneous Nephrostomy (PCN),720.0,828.0,720.0,Scan
911,Other Major Surgery-Nephrology and Urology,15000.0,17250.0,15000.0,Surgery
912,Other Minor Surgery-Nephrology and Urology,6800.0,7820.0,6800.0,Surgery
913,Craniotomy and Evacuation of Haematoma -Subdural,50715.0,58322.0,50715.0,Surgery
914,Craniotomy and Evacuation of Haematoma -Extradural,50000.0,57500.0,50000.0,Surgery
915,Evacuation /Excision of Brain Abscess by craniotomy,40000.0,46000.0,40000.0,Surgery
916,Excision of Lobe (Frontal Temporal Cerebellum etc.),41000.0,47150.0,41000.0,Surgery
917,Excision of Brain Tumours -Supratentorial,39123.0,44991.0,39123.0,Surgery
918,Excision of Brain Tumours -Infratentorial,45000.0,51750.0,45000.0,Surgery
919,Surgery of spinal Cord Tumours,45000.0,51750.0,45000.0,Surgery
920,Ventriculoatrial /Ventriculoperitoneal Shunt (Select CGHS rate code 938 for approved rates),25000.0,28750.0,25000.0,Scan
921,Twist Drill Craniostomy,4250.0,4888.0,4250.0,Surgery
922,Subdural Tapping,2456.0,2824.0,2456.0,Surgery
923,Ventricular Tapping,2967.0,3412.0,2967.0,Surgery
924,Abscess Tapping,2875.0,3306.0,2875.0,Surgery
925,Placement of Intracranial pressure (ICP) Monitor,2875.0,3306.0,2875.0,Surgery
926,Skull Traction Application,2300.0,2645.0,2300.0,Surgery
927,Lumbar Pressure Monitoring,4250.0,4888.0,4250.0,Test
928,Vascular Malformations,22000.0,25300.0,22000.0,Surgery
929,Meningo Encephalocoele excision and repair,15000.0,17250.0,15000.0,Surgery
930,Meningomyelocoele Repair,24995.0,28744.0,24995.0,Surgery
931,CSF Rhinorrhoea Repair,28750.0,33063.0,28750.0,Surgery
932,Cranioplasty,24150.0,27773.0,24150.0,Surgery
933,Anterior Cervical Discectomy,16600.0,19090.0,16600.0,Surgery
934,Brachial Plexus Exploration and neurotization,15525.0,17854.0,15525.0,Surgery
935,Median Nerve Decompression,14000.0,16100.0,14000.0,Surgery
936,Peripheral Nerve Surgery – Major,17250.0,19838.0,17250.0,Surgery
937,Peripheral Nerve Surgery Minor,8280.0,9522.0,8280.0,Surgery
938,Ventriculoatrial /Ventriculoperitoneal Shunt,11615.0,13357.0,11615.0,Surgery
939,Nerve Biopsy,6900.0,7935.0,6900.0,Surgery
940,Brain Biopsy,5808.0,6679.0,5808.0,Surgery
941,Anterior Cervical Spine Surgery with fusion,32200.0,37030.0,32200.0,Surgery
942,Anterio Lateral Decompression of spine,28750.0,33063.0,28750.0,Surgery
943,Brain Mapping,837.0,963.0,837.0,Surgery
944,Cervical or Dorsal or Lumbar Laminectomy,23000.0,26450.0,23000.0,Surgery
945,Combined Trans-oral Surgery & Craniovertebral (CV) Junction Fusion,34500.0,39675.0,34500.0,Surgery
946,Craniovertebral Junction (CVJ) Fusion procedures,30000.0,34500.0,30000.0,Surgery
947,Depressed Fracture Elevation,25000.0,28750.0,25000.0,Surgery
948,Lumbar Discectomy,27600.0,31740.0,27600.0,Surgery
949,Endarterectomy (Carotid),20000.0,23000.0,20000.0,Surgery
950,Radiofrequency Ablation (RFA) for Trigeminal Neuralgia,11500.0,13225.0,11500.0,Surgery
951,Spasticity Surgery -,39675.0,45626.0,39675.0,Surgery
952,Spinal Fusion Procedure,30000.0,34500.0,30000.0,Surgery
953,Spinal Intra Medullary Tumours,34500.0,39675.0,34500.0,Surgery
954,Spinal Bifida Surgery Major,18975.0,21821.0,18975.0,Surgery
955,Spinal Bifida Surgery Minor,15000.0,17250.0,15000.0,Surgery
956,Stereotaxic Procedures- biopsy/aspiration of cyst,23000.0,26450.0,23000.0,Surgery
957,Trans Sphenoidal Surgery,30000.0,34500.0,30000.0,Surgery
958,Trans Oral Surgery,30000.0,34500.0,30000.0,Surgery
959,Implantation of Deep Brain Stimulation (DBS) -One electrode,34500.0,39675.0,34500.0,Surgery
960,Implantation of Deep Brain Stimulation (DBS) -two electrodes,40250.0,46288.0,40250.0,Surgery
961,Endoscopic aqueductoplasty,15000.0,17250.0,15000.0,Surgery
962,Facial nerve reconstruction,30000.0,34500.0,30000.0,Surgery
963,Carotid stenting,42263.0,48602.0,42263.0,Surgery
964,Cervical disc arthroplasty,27600.0,31740.0,27600.0,Surgery
965,Lumbar disc arthroplasty,13800.0,15870.0,13800.0,Surgery
966,Corpus callostomy for Epilepsy,35000.0,40250.0,35000.0,Surgery
967,Hemispherotomy for Epilepsy,32200.0,37030.0,32200.0,Surgery
968,Endoscopic CSF rhinorrhoea repair,30000.0,34500.0,30000.0,Surgery
969,Burr hole evacuation of chronic subdural haematoma,24150.0,27773.0,24150.0,Surgery
970,Epilepsy surgery other than at S No. 966 and 967,36225.0,41659.0,36225.0,Surgery
971,Radiofrequency Ablation (RFA) for facet joint pain syndrome,17250.0,19838.0,17250.0,Surgery
972,Cervical laminoplasty,32000.0,36800.0,32000.0,Surgery
973,Lateral mass C1-C2 screw fixation,23000.0,26450.0,23000.0,Surgery
974,Microsurgical decompression for Trigeminal nerve,38000.0,43700.0,38000.0,Surgery
975,Microsurgical decompression for hemifacial spasm,4646.0,5343.0,4646.0,Surgery
976,Extracranial-Intracranial Bypass Procedures (EC-IC) bypass procedures,32000.0,36800.0,32000.0,Surgery
977,Image guided craniotomy,28980.0,33327.0,28980.0,Surgery
978,Baclofen pump implantation,39000.0,44850.0,39000.0,Surgery
979,Programmable Ventriculo-Peritoneal (VP) shunt,25000.0,28750.0,25000.0,Surgery
980,Endoscopic sympathectomy,17107.0,19673.0,17107.0,Surgery
981,Lumbar puncture,207.0,238.0,207.0,Surgery
982,External ventricular drainage (EVD),4600.0,5290.0,4600.0,Surgery
983,Endoscopic 3rd ventriculostomy,40000.0,46000.0,40000.0,Surgery
984,Endoscopic cranial surgery/Biopsy/aspiration,31536.0,36266.0,31536.0,Surgery
985,"Endoscopic discectomy (Lumbar, Cervical)",35621.0,40964.0,35621.0,Surgery
986,Aneurysm coiling (Endovascular),34400.0,39560.0,34400.0,Surgery
987,Surgery for skull fractures,40000.0,46000.0,40000.0,Surgery
988,Carpel Tunnel decompression,15000.0,17250.0,15000.0,Surgery
989,Clipping of intracranial aneurysm,24150.0,27773.0,24150.0,Surgery
990,Surgery for intracranial Arteriovenous malformations(AVM),40000.0,46000.0,40000.0,Surgery
991,Foramen magnum decompression for Chiari Malformation,93750.0,107813.0,93750.0,Surgery
992,Dorsal column stimulation for backache in failed back syndrome,28750.0,33063.0,28750.0,Surgery
993,Surgery for recurrent disc prolapse/epidural fibrosis,32200.0,37030.0,32200.0,Surgery
994,Surgery for brain stem tumours,43988.0,50586.0,43988.0,Surgery
995,Decompressive craniotomy for hemispherical acute subdural haematoma/brain swelling/large infarct,40000.0,46000.0,40000.0,Surgery
996,Intra-arterial thrombolysis with Tissue Plasminogen Activator (TPA) (for ischemic stroke ),4600.0,5290.0,4600.0,Surgery
997,Stereotactic aspiration of intracerebral haematoma,32545.0,37427.0,32545.0,Surgery
998,Endoscopic aspiration of intracerebellar haematoma,40000.0,46000.0,40000.0,Surgery
999,Stereotactic Radiosurgery for brain pathology(X knife/Gamma ) - ONE session,27560.0,31694.0,27560.0,Surgery
1000,Stereotactic Radiosurgery for brain pathology(X knife /Gamma knife -Two or more sessions,57500.0,66125.0,57500.0,Surgery
1001,Chemotheraphy wafers for malignant brain tumors,14450.0,16618.0,14450.0,Surgery
1002,Battery Placement for Deep Brain Stimulation (DBS),22000.0,25300.0,22000.0,Surgery
1003,Baclofen pump implantation for spasticity,17330.0,19930.0,17330.0,Surgery
1004,Peripheral Nerve tumor surgery,24000.0,27600.0,24000.0,Surgery
1005,Surgery Intra Cranial Meningioma,20000.0,23000.0,20000.0,Surgery
1006,Surgery for Intracranial Schwannoma,35000.0,40250.0,35000.0,Surgery
1007,Surgery for Gliomas,45000.0,51750.0,45000.0,Surgery
1008,Surgery for Orbital tumors,40000.0,46000.0,40000.0,Surgery
1009,Surgery for Cranial (Skull) tumors,38500.0,44275.0,38500.0,Surgery
1010,Surgery for Scalp Arteriovenous Malformations (AVMs),25000.0,28750.0,25000.0,Surgery
1011,Kyphoplasty,40000.0,46000.0,40000.0,Surgery
1012,Balloon Kyphoplasty,40000.0,46000.0,40000.0,Surgery
1013,"Lesioning procedures for Parkinson’s disease, Dystonia etc.",35000.0,40250.0,35000.0,Surgery
1014,Other Major Surgery-Neuro-surgery,42500.0,48875.0,42500.0,Surgery
1015,Other Minor Surgery-Neuro-surgery,17000.0,19550.0,17000.0,Surgery
1016,Excision of thyroglossal Duct/Cyst,16000.0,18400.0,16000.0,Scan
1017,Diaphragmatic Hernia Repair (Thoracic or Abdominal Approach),17250.0,19838.0,17250.0,Surgery
1018,Tracheo Oesophageal Fistula (Correction Surgery),23000.0,26450.0,23000.0,Surgery
1019,Colon Replacement of Oesophagus,23000.0,26450.0,23000.0,Surgery
1020,Omphalo Mesenteric Cyst Excision,17250.0,19838.0,17250.0,Surgery
1021,Omphalo Mesenteric Duct- Excision,15525.0,17854.0,15525.0,Scan
1022,Meckels Diverticulectomy,3347.0,3849.0,3347.0,Surgery
1023,Omphalocele 1st Stage (Hernia Repair),15525.0,17854.0,15525.0,Surgery
1024,Omphalocele 2nd Stge (Hernia Repair),17250.0,19838.0,17250.0,Surgery
1025,Gastroschisis Repair,16100.0,18515.0,16100.0,Surgery
1026,Inguinal Herniotomy,12558.0,14442.0,12558.0,Surgery
1027,Congenital Hydrocele,12000.0,13800.0,12000.0,Surgery
1028,Hydrocele of Cord,12000.0,13800.0,12000.0,Surgery
1029,Torsion Testis Operation,15000.0,17250.0,15000.0,Test
1030,Congenital Pyloric Stenosis- operation,13938.0,16029.0,13938.0,Surgery
1031,Duodenal Atresia Operation,14000.0,16100.0,14000.0,Surgery
1032,Pancreatic Ring Operation,22425.0,25789.0,22425.0,Surgery
1033,Meconium Ileus Operation,14500.0,16675.0,14500.0,Surgery
1034,Malrotation of Intestines Operation,13000.0,14950.0,13000.0,Test
1035,Rectal Biopsy (Megacolon),9736.0,11196.0,9736.0,Surgery
1036,Colostomy Transverse,15000.0,17250.0,15000.0,Surgery
1037,Colostomy Left Iliac,15000.0,17250.0,15000.0,Surgery
1038,Abdominal Perineal Pull Through (Hirschsprung's Disease),19000.0,21850.0,19000.0,Surgery
1039,Imperforate Anus Low Anomaly -Cut Back Operation,10235.0,11770.0,10235.0,Surgery
1040,Imperforate Anus Low Anomaly - Perineal Anoplasty,12000.0,13800.0,12000.0,Surgery
1041,Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through,12500.0,14375.0,12500.0,Surgery
1042,Imperforate Anus High Anomaly - Closure of Colostomy,8625.0,9919.0,8625.0,Surgery
1043,Intussusception Operation,20700.0,23805.0,20700.0,Surgery
1044,Choledochoduodenostomy for Atresia of Extra Hepatic Billiary Duct,15000.0,17250.0,15000.0,Surgery
1045,Operation of Choledochal Cyst,16000.0,18400.0,16000.0,Surgery
1046,Nephrectomy for -Pyonephrosis,17000.0,19550.0,17000.0,Surgery
1047,Nephrectomy for - Hydronephrosis,15000.0,17250.0,15000.0,Surgery
1048,Nephrectomy for -Wilms Tumour,15000.0,17250.0,15000.0,Surgery
1049,Paraortic Lymphadenectomy with Nephrectomy for Wilms Tumour,20000.0,23000.0,20000.0,Surgery
1050,Sacro-Coccygeal Teratoma Excision,14000.0,16100.0,14000.0,Surgery
1051,Neuroblastoma Debulking,16000.0,18400.0,16000.0,Surgery
1052,Neuroblastoma Total Excision,20700.0,23805.0,20700.0,Surgery
1053,Rhabdomyosarcoma wide Excision,15000.0,17250.0,15000.0,Surgery
1054,Congenital Atresia & Stenosis of Small Intestine,19000.0,21850.0,19000.0,Test
1056,Malrotation & Volvulus of the Midgut,15000.0,17250.0,15000.0,Surgery
1057,Excision of Meckel’s Deverticulum,12000.0,13800.0,12000.0,Surgery
1058,Other Major Surgery-Paediatric Surgery,27000.0,31050.0,27000.0,Surgery
1059,Other Minor Surgery-Paediatric Surgery,11050.0,12708.0,11050.0,Surgery
1060,Primary Suturing of Wound,300.0,345.0,300.0,Surgery
1061,Injection of Keloids - Ganglion,1099.0,1264.0,1099.0,Surgery
1062,Injection of Keloids - Haemangioma,1150.0,1323.0,1150.0,Surgery
1063,Free Grafts - Wolfe Grafts,1725.0,1984.0,1725.0,Surgery
1064,Free Grafts - Thiersch- Small Area 5%,7475.0,8596.0,7475.0,Surgery
1065,Free Grafts - Large Area 10%,8000.0,9200.0,8000.0,Surgery
1066,Free Grafts - Very Large Area 20% and above.,10350.0,11903.0,10350.0,Surgery
1067,Skin Flaps - Rotation Flaps,8970.0,10316.0,8970.0,Surgery
1068,Skin Flaps - Advancement Flaps,12500.0,14375.0,12500.0,Surgery
1069,Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,12500.0,14375.0,12500.0,Scan
1070,Skin Flaps - Cross Finger,12500.0,14375.0,12500.0,Surgery
1071,Skin Flaps - Abdominal,9350.0,10753.0,9350.0,Surgery
1072,Skin Flaps - Thoracic,9350.0,10753.0,9350.0,Surgery
1073,Skin Flaps - Arm Etc.,11000.0,12650.0,11000.0,Surgery
