hospital_id,hospital_name,city,state,pincode,hospital_type,ownership_type,rating,beds,specialities,source_type,record_nature
HOSP03312,Veda Ludhiana Clinic Unit 1,Ludhiana,Punjab,485882,Diagnostic Centre,Private,3.2,500,"Diagnostics, General Medicine, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03313,Medistar Hubballi Hospital Unit 1,Hubballi,Karnataka,180696,Super Speciality,Private,4.2,300,"Nephrology, Orthopedics, Neurology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03314,Crystal Mumbai Hospital,Mumbai,Maharashtra,745022,Diagnostic Centre,Charitable,4.5,500,"Pediatrics, Cardiology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03315,Lifeline Meerut Hospital,Meerut,Uttar Pradesh,296125,Super Speciality,Trust,3.3,150,"Emergency, General Medicine, Diagnostics, Gynaecology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03316,Shree Imphal Hospital Unit 3,Imphal,Manipur,592712,Multispeciality,Private,4.3,20,"Diagnostics, Orthopedics, Emergency, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03317,Sunrise Patna Medical Centre,Patna,Bihar,619656,Clinic,Charitable,3.5,150,"Orthopedics, Oncology, General Medicine, Neurology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03318,Shree Itanagar Health Centre,Itanagar,Arunachal Pradesh,555245,Super Speciality,Charitable,4.7,20,"Nephrology, Cardiology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03319,City Visakhapatnam Medical Centre Unit 3,Visakhapatnam,Andhra Pradesh,307792,Super Speciality,Trust,4.0,200,"Gynaecology, Oncology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03320,Apex Itanagar Super Speciality Hospital,Itanagar,Arunachal Pradesh,819083,Diagnostic Centre,Trust,3.5,20,"Orthopedics, General Medicine, Pediatrics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03321,Care Pune Clinic,Pune,Maharashtra,791033,Clinic,Charitable,3.6,100,"Cardiology, Pediatrics, Orthopedics, Nephrology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03322,Sanjeevani Thrissur Health Centre,Thrissur,Kerala,347215,Clinic,Government,4.6,100,"Diagnostics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03323,Medistar Hubballi Super Speciality Hospital,Hubballi,Karnataka,344606,Diagnostic Centre,Private,4.6,500,"Pediatrics, Orthopedics, Nephrology, Cardiology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03324,Pioneer Srinagar MultiSpeciality Hospital,Srinagar,Jammu and Kashmir,552788,Diagnostic Centre,Private,4.1,20,"Orthopedics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03325,City Kurnool Medical Centre,Kurnool,Andhra Pradesh,361008,Super Speciality,Private,4.3,20,"General Medicine, Cardiology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03326,Fortune Shimla MultiSpeciality Hospital Unit 2,Shimla,Himachal Pradesh,296773,Clinic,Private,4.5,15,"Neurology, Pediatrics, Emergency, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03327,Lifeline Hyderabad Medical Centre,Hyderabad,Telangana,349230,Clinic,Private,4.4,30,"General Medicine, Emergency, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03328,Apex Nashik Health Centre,Nashik,Maharashtra,172112,Super Speciality,Charitable,4.7,200,"Gynaecology, Cardiology, Diagnostics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03329,Aarogya Haridwar Health Centre Unit 1,Haridwar,Uttarakhand,325065,Super Speciality,Government,3.9,300,"Diagnostics, Orthopedics, Cardiology, Nephrology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03330,Guardian Delhi Super Speciality Hospital Unit 2,Delhi,Delhi,116841,Clinic,Private,4.3,300,"Nephrology, Cardiology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03331,Lifeline Faridabad Health Centre,Faridabad,Haryana,426247,Clinic,Private,4.0,300,"Diagnostics, Emergency, Gynaecology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03332,Aarogya Bilaspur Medical Centre,Bilaspur,Chhattisgarh,352546,Diagnostic Centre,Government,4.9,200,"Cardiology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03333,Shree Agra Clinic,Agra,Uttar Pradesh,287263,Multispeciality,Government,4.2,150,"Oncology, Diagnostics, Pediatrics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03334,Lotus Solapur Clinic,Solapur,Maharashtra,447547,Multispeciality,Private,4.8,100,"Gynaecology, Pediatrics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03335,Lifeline Mangaluru Health Centre,Mangaluru,Karnataka,793577,Multispeciality,Government,4.6,500,"Emergency, Oncology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03336,Metro Raipur Super Speciality Hospital Unit 2,Raipur,Chhattisgarh,284033,Super Speciality,Private,4.2,300,"Emergency, Nephrology, Oncology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03337,Lotus Thane Hospital Unit 2,Thane,Maharashtra,356267,Super Speciality,Private,3.7,100,"General Medicine, Nephrology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03338,WellCare Amritsar Clinic,Amritsar,Punjab,333520,Diagnostic Centre,Government,4.0,150,"Cardiology, Diagnostics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03339,Guardian Kanpur Super Speciality Hospital,Kanpur,Uttar Pradesh,458536,Multispeciality,Charitable,4.9,500,"Gynaecology, General Medicine, Diagnostics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03340,Shree Shimla Super Speciality Hospital Unit 3,Shimla,Himachal Pradesh,351557,Multispeciality,Trust,3.6,15,"Nephrology, Cardiology, Diagnostics, General Medicine, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03341,Fortune Kochi Health Centre,Kochi,Kerala,718919,Clinic,Private,3.4,300,"General Medicine, Diagnostics, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03342,Medistar Patna Health Centre,Patna,Bihar,520155,Clinic,Private,3.4,20,"Pediatrics, Nephrology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03343,Metro Bokaro MultiSpeciality Hospital Unit 2,Bokaro,Jharkhand,264593,Diagnostic Centre,Government,4.8,50,"Oncology, General Medicine, Neurology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03344,Metro Ghaziabad Health Centre,Ghaziabad,Uttar Pradesh,572587,Multispeciality,Private,4.7,150,"Orthopedics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03345,Lotus Noida Medical Centre Unit 2,Noida,Uttar Pradesh,133797,Multispeciality,Government,4.0,500,"Oncology, Diagnostics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03346,Nova Silchar Hospital,Silchar,Assam,401168,Diagnostic Centre,Private,4.6,75,"Neurology, Oncology, Nephrology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03347,Nova Thiruvananthapuram Hospital Unit 1,Thiruvananthapuram,Kerala,439876,Diagnostic Centre,Private,4.9,15,"General Medicine, Oncology, Cardiology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03348,Sanjeevani Amritsar Clinic,Amritsar,Punjab,292756,Diagnostic Centre,Trust,3.7,500,"Cardiology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03349,Fortune Bhagalpur MultiSpeciality Hospital,Bhagalpur,Bihar,344962,Clinic,Private,4.9,20,"Cardiology, Pediatrics, General Medicine, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03350,Nova Rewa Hospital,Rewa,Madhya Pradesh,377223,Diagnostic Centre,Government,3.2,20,"Neurology, Oncology, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03351,Harmony Amritsar Hospital Unit 2,Amritsar,Punjab,133592,Multispeciality,Private,4.7,15,"Neurology, Pediatrics, Oncology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03352,Veda Ujjain Clinic,Ujjain,Madhya Pradesh,572129,Diagnostic Centre,Private,3.6,300,"Orthopedics, Oncology, Neurology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03353,Prime Dehradun Health Centre,Dehradun,Uttarakhand,441619,Clinic,Trust,3.9,30,"Neurology, General Medicine, Cardiology, Nephrology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03354,Care Agra Super Speciality Hospital,Agra,Uttar Pradesh,641778,Diagnostic Centre,Government,4.5,20,"Orthopedics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03355,WellCare Rajahmundry MultiSpeciality Hospital Unit 2,Rajahmundry,Andhra Pradesh,817828,Clinic,Government,3.8,300,"Oncology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03356,Veda Rohtak Hospital,Rohtak,Haryana,570527,Super Speciality,Private,3.8,15,"Nephrology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03357,City Srinagar Super Speciality Hospital,Srinagar,Jammu and Kashmir,803428,Diagnostic Centre,Government,4.0,200,"Gynaecology, Cardiology, General Medicine, Oncology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03358,Sunrise Surat Super Speciality Hospital,Surat,Gujarat,170724,Clinic,Private,4.0,200,"Oncology, Pediatrics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03359,Lifeline Silchar Clinic,Silchar,Assam,549795,Super Speciality,Charitable,3.7,500,"Oncology, Emergency, Orthopedics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03360,Prime Nagpur Hospital,Nagpur,Maharashtra,202294,Clinic,Private,4.7,20,"Nephrology, Orthopedics, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03361,Harmony Shillong Clinic,Shillong,Meghalaya,712612,Clinic,Trust,4.0,100,"Pediatrics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03362,Crystal Thiruvananthapuram Health Centre Unit 2,Thiruvananthapuram,Kerala,513166,Super Speciality,Private,3.2,75,"Emergency, Pediatrics, Neurology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03363,Pioneer Patna Medical Centre Unit 3,Patna,Bihar,628345,Super Speciality,Government,4.6,300,"Nephrology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03364,Fortune Haridwar Clinic,Haridwar,Uttarakhand,602854,Diagnostic Centre,Private,3.6,500,"Nephrology, Emergency, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03365,Sanjeevani Davanagere Medical Centre Unit 1,Davanagere,Karnataka,214455,Super Speciality,Trust,3.8,500,"Cardiology, Neurology, Orthopedics, Emergency, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03366,Pioneer Hyderabad Clinic,Hyderabad,Telangana,555753,Super Speciality,Private,4.6,150,"General Medicine, Cardiology, Emergency, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03367,Medistar Gorakhpur Medical Centre,Gorakhpur,Uttar Pradesh,799776,Diagnostic Centre,Trust,3.4,500,"Cardiology, Nephrology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03368,Pioneer Varanasi Clinic,Varanasi,Uttar Pradesh,444034,Multispeciality,Private,3.8,200,"General Medicine, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03369,Guardian Karimnagar Super Speciality Hospital Unit 1,Karimnagar,Telangana,618494,Clinic,Trust,4.4,150,"Pediatrics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03370,Lotus Ahmedabad Clinic,Ahmedabad,Gujarat,145704,Diagnostic Centre,Charitable,4.9,75,"Nephrology, Diagnostics, General Medicine, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03371,Medistar Gandhinagar Super Speciality Hospital Unit 2,Gandhinagar,Gujarat,378486,Multispeciality,Government,3.8,75,"General Medicine, Emergency, Oncology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03372,Sanjeevani Aurangabad Medical Centre,Aurangabad,Maharashtra,380886,Super Speciality,Private,4.3,200,"Emergency, Pediatrics, Oncology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03373,Sanjeevani Davanagere Super Speciality Hospital Unit 2,Davanagere,Karnataka,330748,Diagnostic Centre,Private,4.6,150,"Oncology, Pediatrics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03374,Aarogya Delhi Super Speciality Hospital,Delhi,Delhi,336300,Super Speciality,Private,4.2,100,"Nephrology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03375,Fortune Thane Super Speciality Hospital,Thane,Maharashtra,607867,Diagnostic Centre,Private,4.3,30,"Diagnostics, Oncology, Nephrology, General Medicine, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03376,Nova Jodhpur Health Centre,Jodhpur,Rajasthan,532664,Super Speciality,Trust,4.7,150,"Gynaecology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03377,Guardian Shimla Health Centre Unit 4,Shimla,Himachal Pradesh,566319,Multispeciality,Trust,3.5,200,"Pediatrics, Emergency, Orthopedics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03378,Veda Madurai MultiSpeciality Hospital Unit 1,Madurai,Tamil Nadu,742457,Clinic,Government,3.3,200,"Cardiology, Neurology, Oncology, Diagnostics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03379,Fortune Cuttack Clinic Unit 2,Cuttack,Odisha,411913,Super Speciality,Private,4.0,150,"Diagnostics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03380,WellCare Bhopal Medical Centre Unit 2,Bhopal,Madhya Pradesh,292033,Diagnostic Centre,Government,3.2,200,"Diagnostics, Orthopedics, Oncology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03381,Lifeline Panaji Clinic Unit 2,Panaji,Goa,174990,Multispeciality,Private,4.2,300,"Diagnostics, Emergency, Orthopedics, Cardiology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03382,Fortune Mangaluru Super Speciality Hospital Unit 2,Mangaluru,Karnataka,432830,Multispeciality,Private,3.3,50,"Orthopedics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03383,Fortune Ghaziabad MultiSpeciality Hospital,Ghaziabad,Uttar Pradesh,294120,Clinic,Private,4.9,500,"Diagnostics, Pediatrics, Cardiology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03384,Aarogya Aurangabad Hospital,Aurangabad,Maharashtra,752959,Diagnostic Centre,Government,4.3,500,"Cardiology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03385,Pioneer Aurangabad MultiSpeciality Hospital,Aurangabad,Maharashtra,222176,Diagnostic Centre,Charitable,3.3,20,"Emergency, Nephrology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03386,Harmony Prayagraj Clinic Unit 1,Prayagraj,Uttar Pradesh,795271,Super Speciality,Government,3.4,20,"General Medicine, Gynaecology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03387,Pioneer Kozhikode Super Speciality Hospital Unit 2,Kozhikode,Kerala,563218,Multispeciality,Charitable,4.2,150,"Diagnostics, Pediatrics, Orthopedics, Cardiology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03388,Prime Nagpur Medical Centre Unit 2,Nagpur,Maharashtra,276743,Clinic,Government,3.8,75,"Neurology, Gynaecology, Nephrology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03389,Fortune Bilaspur Medical Centre Unit 2,Bilaspur,Chhattisgarh,166320,Super Speciality,Government,4.3,100,"General Medicine, Orthopedics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03390,Fortune Jaipur Medical Centre,Jaipur,Rajasthan,530512,Multispeciality,Charitable,4.2,20,"Oncology, General Medicine, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03391,Medistar Dibrugarh Medical Centre Unit 2,Dibrugarh,Assam,401422,Clinic,Private,4.2,30,"Emergency, Gynaecology, Nephrology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03392,WellCare Lucknow Health Centre Unit 2,Lucknow,Uttar Pradesh,644984,Diagnostic Centre,Trust,4.0,50,"Diagnostics, Cardiology, Orthopedics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03393,Crystal Lucknow Clinic,Lucknow,Uttar Pradesh,632048,Diagnostic Centre,Private,4.0,75,"Diagnostics, Cardiology, General Medicine, Orthopedics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03394,Lotus Jaipur Clinic Unit 3,Jaipur,Rajasthan,438725,Clinic,Government,4.7,150,"Pediatrics, Cardiology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03395,Fortune Nashik Medical Centre Unit 1,Nashik,Maharashtra,409538,Multispeciality,Government,3.3,15,"Pediatrics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03396,Aarogya Nashik Clinic Unit 2,Nashik,Maharashtra,371465,Multispeciality,Government,3.4,75,"Nephrology, General Medicine, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03397,Guardian Prayagraj MultiSpeciality Hospital,Prayagraj,Uttar Pradesh,524878,Diagnostic Centre,Private,3.4,500,"Oncology, Diagnostics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03398,City Warangal Health Centre Unit 1,Warangal,Telangana,141825,Clinic,Private,4.7,20,"Oncology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03399,Prime Nashik MultiSpeciality Hospital,Nashik,Maharashtra,339533,Diagnostic Centre,Private,3.6,20,"General Medicine, Diagnostics, Cardiology, Oncology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03400,Lotus Margao MultiSpeciality Hospital,Margao,Goa,545005,Clinic,Private,4.8,100,"Nephrology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03401,Aarogya Ghaziabad Medical Centre,Ghaziabad,Uttar Pradesh,333463,Multispeciality,Government,4.4,200,"Gynaecology, Diagnostics, Nephrology, Neurology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03402,Care Hyderabad Hospital,Hyderabad,Telangana,703160,Multispeciality,Private,4.7,75,"Neurology, Orthopedics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03403,Nova Vijayawada Health Centre,Vijayawada,Andhra Pradesh,126306,Clinic,Charitable,3.5,75,"Neurology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03404,Shree Nashik Health Centre,Nashik,Maharashtra,557067,Diagnostic Centre,Private,4.6,500,"General Medicine, Orthopedics, Oncology, Neurology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03405,Harmony Kollam Medical Centre,Kollam,Kerala,603839,Super Speciality,Private,3.3,75,"Cardiology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03406,Aarogya Chandigarh Hospital Unit 2,Chandigarh,Chandigarh,364200,Super Speciality,Private,3.3,100,"Cardiology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03407,Veda Mumbai Super Speciality Hospital Unit 2,Mumbai,Maharashtra,535968,Diagnostic Centre,Private,4.8,200,"Pediatrics, Nephrology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03408,Veda Solapur Clinic,Solapur,Maharashtra,458429,Diagnostic Centre,Private,3.8,300,"Orthopedics, Oncology, Nephrology, Diagnostics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03409,Harmony Sagar Medical Centre,Sagar,Madhya Pradesh,515579,Clinic,Private,4.7,15,"Emergency, Neurology, Cardiology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03410,Fortune Bilaspur MultiSpeciality Hospital,Bilaspur,Chhattisgarh,632865,Super Speciality,Trust,4.5,30,"Cardiology, Diagnostics, Pediatrics, Nephrology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03411,Lifeline Kolhapur Clinic Unit 2,Kolhapur,Maharashtra,705091,Multispeciality,Private,4.1,20,"Oncology, Diagnostics, Nephrology, General Medicine, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03412,Sunrise Indore Clinic,Indore,Madhya Pradesh,158904,Diagnostic Centre,Trust,3.8,100,"Pediatrics, Diagnostics, Cardiology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03413,Harmony Pune Super Speciality Hospital,Pune,Maharashtra,534049,Clinic,Government,4.8,30,"General Medicine, Emergency, Diagnostics, Oncology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03414,Care Tirupati Hospital Unit 2,Tirupati,Andhra Pradesh,799886,Super Speciality,Trust,3.6,300,"Orthopedics, Neurology, Pediatrics, Nephrology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03415,Care Dibrugarh MultiSpeciality Hospital,Dibrugarh,Assam,807601,Clinic,Private,3.9,500,"Pediatrics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03416,Aarogya Jaipur Clinic Unit 1,Jaipur,Rajasthan,156234,Diagnostic Centre,Government,3.3,15,"Emergency, Cardiology, Pediatrics, Diagnostics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03417,Medistar Varanasi Health Centre,Varanasi,Uttar Pradesh,792159,Diagnostic Centre,Private,4.8,500,"Neurology, Diagnostics, Cardiology, Oncology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03418,Sanjeevani Ranchi MultiSpeciality Hospital,Ranchi,Jharkhand,149593,Multispeciality,Trust,4.5,100,"Nephrology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03419,Aarogya Junagadh Hospital,Junagadh,Gujarat,116257,Diagnostic Centre,Private,4.8,300,"Nephrology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03420,Nova Ghaziabad MultiSpeciality Hospital,Ghaziabad,Uttar Pradesh,588732,Clinic,Private,4.9,100,"Cardiology, Emergency, Neurology, Gynaecology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03421,Care Bhubaneswar Clinic,Bhubaneswar,Odisha,277062,Diagnostic Centre,Private,4.4,500,"Emergency, Gynaecology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03422,Pioneer Jaipur Hospital Unit 1,Jaipur,Rajasthan,268383,Super Speciality,Private,4.8,500,"Oncology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03423,Lotus Patna Medical Centre,Patna,Bihar,553364,Super Speciality,Government,4.1,50,"Pediatrics, General Medicine, Cardiology, Nephrology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03424,Care Hyderabad MultiSpeciality Hospital Unit 1,Hyderabad,Telangana,729601,Super Speciality,Trust,4.4,150,"Cardiology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03425,Sunrise Noida MultiSpeciality Hospital,Noida,Uttar Pradesh,545098,Diagnostic Centre,Trust,3.3,50,"General Medicine, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03426,Nova Asansol Hospital Unit 1,Asansol,West Bengal,183258,Clinic,Private,4.6,15,"Orthopedics, General Medicine, Neurology, Oncology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03427,Lotus Gurugram Hospital Unit 2,Gurugram,Haryana,478829,Clinic,Charitable,4.8,500,"Oncology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03428,WellCare Shillong Clinic,Shillong,Meghalaya,269042,Diagnostic Centre,Trust,3.9,150,"Oncology, Emergency, Neurology, Nephrology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03429,Shree Pune Clinic,Pune,Maharashtra,648373,Multispeciality,Private,3.8,150,"Gynaecology, Orthopedics, General Medicine, Pediatrics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03430,Sunrise Imphal MultiSpeciality Hospital,Imphal,Manipur,516020,Super Speciality,Private,4.6,15,"General Medicine, Nephrology, Emergency, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
