package_code,procedure_name,speciality,package_rate,category,level_of_care
SB043,Above Knee,Orthopedics,15000,Surgical,Tertiary
SB043,Below Knee,Orthopedics,15000,Surgical,Tertiary
SB043,Foot,Orthopedics,15000,Surgical,Tertiary
SB043,Hand,Orthopedics,15000,Surgical,Tertiary
SB043,Wrist,Orthopedics,15000,Surgical,Tertiary
SB044,Above Elbow,Orthopedics,23200,Surgical,Tertiary
SB044,Below Elbow,Orthopedics,23200,Surgical,Tertiary
SB044,Above Knee,Orthopedics,23200,Surgical,Tertiary
SB044,Below Knee,Orthopedics,23200,Surgical,Tertiary
SB044,Foot,Orthopedics,23200,Surgical,Tertiary
SB044,Hand,Orthopedics,23200,Surgical,Tertiary
SB044,Wrist,Orthopedics,23200,Surgical,Tertiary
SB045,Finger(s),Orthopedics,10400,Surgical,Tertiary
SB045,Toe(s),Orthopedics,10400,Surgical,Tertiary
SB046,Tendon Grafting,Orthopedics,15000,Surgical,Tertiary
SB046,Tendon Repair,Orthopedics,15000,Surgical,Tertiary
SB047,Tendon Release / Tenotomy,Orthopedics,5000,Surgical,Tertiary
SB048,Tenolysis,Orthopedics,5000,Surgical,Tertiary
SB049,Anterior,Orthopedics,25700,Surgical,Tertiary
SB049,Posterior,Orthopedics,25700,Surgical,Tertiary
SB050,Fasciotomy,Orthopedics,10500,Surgical,Tertiary
SB051,Duputryen’s Contracture release + rehabilitation,Orthopedics,8500,Surgical,Tertiary
SB052,Anti-biotic + dressing - minimum of 5 sessions,Orthopedics,10900,Surgical,Tertiary
SB052,Anti-biotic + dressing - minimum of 2 sessions,Orthopedics,3000,Surgical,Tertiary
SB053,Sequestectomy / Curettage,Orthopedics,10000,Unknown,Tertiary
SB054,Spine deformity correction,Orthopedics,40000,Unknown,Tertiary
SB055,Long Bone,Orthopedics,18000,Surgical,Tertiary
SB055,Small Bone,Orthopedics,10000,Surgical,Tertiary
SB056,Pelvic Osteotomy and fixation,Orthopedics,20000,Surgical,Tertiary
SB057,High Tibial Osteotomy,Orthopedics,16000,Surgical,Tertiary
SB058,Ilizarov Fixation,Orthopedics,15000,Surgical,Tertiary
SB059,Limb Lengthening / Bone Transport by Ilizarov,Orthopedics,23700,Surgical,Tertiary
SB060,Growth Modulation and fixation,Orthopedics,5000,Unknown,Tertiary
SB061,Vertical Talus,Orthopedics,15000,Unknown,Tertiary
SB061,Other foot deformities,Orthopedics,15000,Unknown,Tertiary
SB062,Correction of club foot per cast,Orthopedics,3000,Surgical,Tertiary
SB063,Corrective Surgery in Club Foot / JESS Fixator,Orthopedics,12000,Surgical,Tertiary
SB064,Osteochondroma,Orthopedics,10000,Surgical,Tertiary
SB064,Exostosis,Orthopedics,10000,Surgical,Tertiary
SB065,Excision of Bursa,"Orthopedics, General Surgery",3000,Surgical,Tertiary
SB066,Nerve Transposition,Orthopedics,13000,Surgical,Tertiary
SB066,Nerve Release,Orthopedics,13000,Surgical,Tertiary
SB066,Nerve Neurolysis,Orthopedics,13000,Surgical,Tertiary
SB067,Nerve Repair Surgery,Orthopedics,13800,Surgical,Tertiary
SB068,Nerve root block,"Orthopedics, Neurosurgery",3000,Unknown,Tertiary
SB069,Exploration and Ulnar nerve Repair,Orthopedics,9800,Surgical,Tertiary
SB070,K - Wire,Orthopedics,5000,Unknown,Tertiary
SB070,Screw,Orthopedics,5000,Unknown,Tertiary
SB071,Nail,Orthopedics,15000,Unknown,Tertiary
SB071,Plate,Orthopedics,15000,Unknown,Tertiary
SC001,Hemiglossectomy,Surgical Oncology,24000,Surgical,Tertiary
SC001,Total Glossectomy,Surgical Oncology,30000,Surgical,Tertiary
SC002,Soft palate,"Surgical Oncology, ENT",20000,Surgical,Tertiary
SC002,Hard palate,"Surgical Oncology, ENT",20000,Surgical,Tertiary
SC003,Partial,Surgical Oncology,27000,Unknown,Tertiary
SC003,Radical,Surgical Oncology,33000,Surgical,Tertiary
SC003,Total,Surgical Oncology,30000,Surgical,Tertiary
SC004,Composite resection (Oral Cavity),Surgical Oncology,40000,Surgical,Tertiary
SC005,Oesophageal stenting,Surgical Oncology,45000,Surgical,Tertiary
SC005,Tracheal stenting,Surgical Oncology,45000,Unknown,Tertiary
SC006,Open,Surgical Oncology,60000,Unknown,Tertiary
SC006,MIS,Surgical Oncology,60000,Unknown,Tertiary
SC007,Gastric pull-up / Jejunal Graft,Surgical Oncology,36000,Unknown,Tertiary
SC008,Open,Surgical Oncology,33000,Unknown,Tertiary
SC008,Lap.,Surgical Oncology,33000,Surgical,Tertiary
SC009,Open,Surgical Oncology,40200,Unknown,Tertiary
SC009,Lap.,Surgical Oncology,40200,Unknown,Tertiary
SC010,Abdominal wall tumour resection,Surgical Oncology,25000,Surgical,Tertiary
SC010,Abdominal wall tumour resection with reconstruction,Surgical Oncology,39000,Surgical,Tertiary
SC011,Exploratory laparotomy f / b diversion stoma,Surgical Oncology,30000,Unknown,Tertiary
SC011,Exploratory laparotomy f / b diversion bypass,Surgical Oncology,30000,Unknown,Tertiary
SC012,Open,Surgical Oncology,39600,Unknown,Tertiary
SC012,Lap.,Surgical Oncology,39600,Unknown,Tertiary
SC013,Omentectomy,Surgical Oncology,21000,Unknown,Tertiary
SC014,Procedures Requiring Bypass Techniques,Surgical Oncology,35000,Surgical,Tertiary
SC015,Segmentectomy - hepatobiliary system,Surgical Oncology,50000,Surgical,Tertiary
SC016,Radical,Surgical Oncology,39600,Surgical,Tertiary
SC016,Revision,Surgical Oncology,39600,Unknown,Tertiary
SC017,Enucleation of pancreatic neoplasm,Surgical Oncology,39600,Surgical,Tertiary
SC018,Hepatoblastoma Excision,"Surgical Oncology, Pediatric Surgery",52200,Unknown,Tertiary
SC019,Hemipelvectomy - Internal,Surgical Oncology,54000,Surgical,Tertiary
SC020,Anterior - Open,Surgical Oncology,58800,Unknown,Tertiary
SC020,Anterior - Lap.,Surgical Oncology,58800,Unknown,Tertiary
SC020,Total - Open,Surgical Oncology,58800,Unknown,Tertiary
SC020,Total - Lap.,Surgical Oncology,58800,Unknown,Tertiary
SC021,Wilms tumors: surgery,"Surgical Oncology, Pediatric Surgery",33000,Unknown,Tertiary
SC022,Ureteric end to end anastomosis,Surgical Oncology,24000,Unknown,Tertiary
SC023,Distal ureterectomy with reimplantation,"Surgical Oncology, Urology",30000,Unknown,Tertiary
SC024,With continent diversion - Open,"Surgical Oncology, Urology",98000,Surgical,Tertiary
SC024,With Ileal Conduit - Open,"Surgical Oncology, Urology",88000,Surgical,Tertiary
SC024,With Ileal Conduit - Lap.,"Surgical Oncology, Urology",88000,Unknown,Tertiary
SC024,With neobladder - Open,"Surgical Oncology, Urology",98000,Surgical,Tertiary
SC024,With neobladder - Lap,"Surgical Oncology, Urology",98000,Unknown,Tertiary
SC024,With ureterosigmoidostomy - Open,"Surgical Oncology, Urology",75000,Surgical,Tertiary
SC024,With ureterosigmoidostomy - Lap,"Surgical Oncology, Urology",75000,Unknown,Tertiary
SC024,With ureterostomy -Open,"Surgical Oncology, Urology",70000,Surgical,Tertiary
SC024,With ureterostomy -Lap.,"Surgical Oncology, Urology",70000,Unknown,Tertiary
SC025,Channel TURP,Surgical Oncology,22800,Unknown,Tertiary
SC026,Radical Urethrectomy,"Surgical Oncology, Urology",30000,Unknown,Tertiary
SC027,"Penile preserving surgery (WLE, Glansectomy, Laser)","Surgical Oncology, Urology",25000,Unknown,Tertiary
SC028,Excision of undescended testicular mass,Surgical Oncology,24000,Unknown,Tertiary
SC029,Germ Cell Tumour Excision,Surgical Oncology,30000,Unknown,Tertiary
SC030,Open,"Surgical Oncology, Obstetrics & Gynecology",21000,Unknown,Tertiary
SC030,Lap.,"Surgical Oncology, Obstetrics & Gynecology",21000,Unknown,Tertiary
SC031,Open,Surgical Oncology,42000,Unknown,Tertiary
SC031,MIS,Surgical Oncology,42000,Unknown,Tertiary
SC032,Class I radical hysterectomy + bilateral salpingoophorectomy + BPLND - Lap.,"Surgical Oncology, Obstetrics & Gynecology",27000,Unknown,Tertiary
SC032,Class I radical hysterectomy + bilateral salpingoophorectomy + BPLND - Open,"Surgical Oncology, Obstetrics & Gynecology",27000,Unknown,Tertiary
SC032,Class I radical Hysterectomy +/- bilateral salpingoophorectomy - Lap.,"Surgical Oncology, Obstetrics & Gynecology",27000,Unknown,Tertiary
SC032,Class I radical Hysterectomy +/- bilateral salpingoophorectomy - Open,"Surgical Oncology, Obstetrics & Gynecology",27000,Unknown,Tertiary
SC032,Class II radical hysterctomy + BPLND,"Surgical Oncology, Obstetrics & Gynecology",27000,Unknown,Tertiary
SC032,Class III radical hysterctomy + BPLND,"Surgical Oncology, Obstetrics & Gynecology",27000,Unknown,Tertiary
SC032,Hysterectomy + bilateral salpingoophorectomy + omentectomy + peritonectomy and organ resections,"Surgical Oncology, Obstetrics & Gynecology",34000,Unknown,Tertiary
SC033,Radical vaginectomy,Surgical Oncology,30000,Surgical,Tertiary
SC034,Vulvectomy + reconstruction procedures,"Surgical Oncology, Obstetrics & Gynecology",36000,Unknown,Tertiary
SC035,Radical Trachelectomy,Surgical Oncology,40000,Surgical,Tertiary
SC036,Anterior + Posterior approach,Surgical Oncology,60000,Unknown,Tertiary
SC036,Posterior approach,Surgical Oncology,54000,Unknown,Tertiary
SC037,Resection of nasopharyngeal tumour,Surgical Oncology,40000,Surgical,Tertiary
SC038,Total Pharyngectomy,Surgical Oncology,36000,Surgical,Tertiary
SC039,Parapharyngeal Tumour Excision,Surgical Oncology,31200,Surgical,Tertiary
SC040,Partial laryngectomy (voice preserving),Surgical Oncology,39000,Surgical,Tertiary
SC040,Total Laryngectomy,Surgical Oncology,36000,Unknown,Tertiary
SC041,Tracheal resection,Surgical Oncology,36000,Surgical,Tertiary
SC042,Tracheal / Carinal resection,Surgical Oncology,58800,Unknown,Tertiary
SC043,Tracheal Stenosis (End to end Anastamosis) (Throat),Surgical Oncology,36000,Surgical,Tertiary
SC044,Central airway tumour debulking,Surgical Oncology,22800,Unknown,Tertiary
SC045,Diagnostic thoracoscopy,Surgical Oncology,15000,Unknown,Tertiary
SC046,Sleeve resection of lung cancer,Surgical Oncology,70000,Surgical,Tertiary
SC047,Diagnostic,Surgical Oncology,22200,Unknown,Tertiary
SC047,Staging,Surgical Oncology,22200,Unknown,Tertiary
SC048,Chest Wall Tumour Excision,Surgical Oncology,36000,Surgical,Tertiary
SC048,Removal of chest wall tumour with reconstruction,Surgical Oncology,51000,Unknown,Tertiary
SC049,Pleurectomy Decortication,Surgical Oncology,39000,Unknown,Tertiary
SC050,Chamberlain procedure,Surgical Oncology,22200,Unknown,Tertiary
SC051,Extrapleural pneumonectomy,Surgical Oncology,66000,Unknown,Tertiary
SC052,Pneumonectomy,Surgical Oncology,54000,Surgical,Tertiary
SC053,Open,Surgical Oncology,30000,Surgical,Tertiary
SC053,VATS,Surgical Oncology,30000,Surgical,Tertiary
SC054,Thoracostomy,Surgical Oncology,19800,Surgical,Tertiary
SC055,Open,Surgical Oncology,36000,Unknown,Tertiary
SC055,Video - assisted,Surgical Oncology,36000,Unknown,Tertiary
SC056,Mediastinal mass excision with lung resection,Surgical Oncology,60000,Unknown,Tertiary
SC057,Open,Surgical Oncology,42000,Unknown,Tertiary
SC057,Thoracoscopic,Surgical Oncology,42000,Unknown,Tertiary
SC058,Open,Surgical Oncology,36000,Unknown,Tertiary
SC058,Thoracoscopic,Surgical Oncology,36000,Unknown,Tertiary
SC059,Breast conserving surgery (lumpectomy + axillary surgery),Surgical Oncology,22800,Surgical,Tertiary
SC059,Breast conserving surgery with Oncoplasty,Surgical Oncology,24600,Unknown,Tertiary
SC060,Axillary Sampling / Sentinel Node Biopsy,Surgical Oncology,16200,Unknown,Tertiary
SC061,Axillary dissection,Surgical Oncology,19800,Surgical,Tertiary
SC062,Scalp tumour excision with skull bone excision,Surgical Oncology,30000,Unknown,Tertiary
SC063,Neuroblastoma Excision,Surgical Oncology,60000,Unknown,Tertiary
SC064,Growth - Squamous,"Surgical Oncology, ENT",21600,Surgical,Tertiary
SC064,Growth - Basal,"Surgical Oncology, ENT",21600,Surgical,Tertiary
SC064,Injury,"Surgical Oncology, ENT",21600,Surgical,Tertiary
SC065,Neck dissection - comprehensive,Surgical Oncology,16000,Surgical,Tertiary
SC066,Benign Soft Tissue Tumour - Excision,Surgical Oncology,12000,Surgical,Tertiary
SC067,Malignant Soft Tissue Tumour - Excision,Surgical Oncology,24000,Unknown,Tertiary
SC068,Myocutaneous flap,"Surgical Oncology, Plastic & Reconstructive Surgery",30600,Surgical,Tertiary
SC068,Fasciocutaneous flap,"Surgical Oncology, Plastic & Reconstructive Surgery",30600,Surgical,Tertiary
SC069,Rotationplasty,Surgical Oncology,45000,Unknown,Tertiary
SC070,Bone tumors / soft tissue sarcomas: surgery,"Surgical Oncology, Orthopedics",30000,Unknown,Tertiary
SC071,Complete,Surgical Oncology,39000,Unknown,Tertiary
SC071,Partial,Surgical Oncology,24000,Unknown,Tertiary
SC072,Vertebral Tumour Excision and Reconstruction,Surgical Oncology,54000,Unknown,Tertiary
SC073,Microvascular reconstruction (free flaps),"Surgical Oncology, Plastic & Reconstructive Surgery",45000,Surgical,Tertiary
SC074,Vascular reconstruction,"Surgical Oncology, CTVS, Plastic & Reconstructive Surgery",57600,Unknown,Tertiary
SC075,Curopsy / Sclerotherapy,Surgical Oncology,19200,Unknown,Tertiary
SC076,Chemo Port Insertion,Surgical Oncology,18000,Unknown,Tertiary
SE001,Ptosis Surgery,Ophthalmology,8000,Surgical,Primary
SE002,Entropion correction,Ophthalmology,6600,Surgical,Primary
SE003,Ectropion correction,Ophthalmology,6500,Surgical,Primary
SE004,Lid Tear Repair,Ophthalmology,5000,Surgical,Primary
SE005,Lid Abscess Drainage,Ophthalmology,3000,Unknown,Primary
SE006,Lid Tumor excision + Lid Reconstruction,Ophthalmology,10000,Surgical,Primary
SE007,Chalazion Removal,Ophthalmology,2000,Unknown,Primary
SE008,Minor - upto 2 muscles,Ophthalmology,4000,Surgical,Primary
SE008,Major - 3 or more muscles (complex surgery involving four muscles or oblique muscles),Ophthalmology,14000,Surgical,Primary
SE009,Conjunctival tumour excision including Amniotic Membrane Graft,Ophthalmology,7000,Surgical,Primary
SE010,Canaliculo Dacryocystorhinostomy with Silicon Tube / Stent,Ophthalmology,8000,Surgical,Primary
SE010,Canaliculo Dacryocystorhinostomy without Silicon Tube / Stent,Ophthalmology,8000,Surgical,Primary
SE010,Dacryocystorhinostomy with Silicon Tube / Stent,Ophthalmology,8000,Unknown,Primary
SE010,Dacryocystorhinostomy without Silicon Tube / Stent,Ophthalmology,8000,Unknown,Primary
SE011,Corneal Ulcer Management,Ophthalmology,4000,Unknown,Primary
SE012,Corneal Grafting,Ophthalmology,8500,Surgical,Primary
SE012,Corneal Graft - Follow Up,Ophthalmology,2000,Unknown,Primary
SE013,Corneal Collagen Crosslinking,Ophthalmology,9000,Unknown,Primary
SE014,Pterygium + Conjunctival Autograft,Ophthalmology,5000,Surgical,Primary
SE015,Corneo / Scleral / Corneo scleral tear repair,Ophthalmology,11500,Surgical,Primary
SE016,Corneal / Scleral Patch Graft,Ophthalmology,3000,Unknown,Primary
SE017,Scleral buckling surgery,Ophthalmology,15000,Surgical,Primary
SE018,Scleral Buckle Removal,Ophthalmology,5500,Surgical,Primary
SE019,Limbal Dermoid Removal,Ophthalmology,1000,Surgical,Primary
SE020,Phaco emulsification with foldable hydrophobic acrylic IOL,Ophthalmology,4500,Surgical,Primary
SE020,SICS with non-foldable IOL,Ophthalmology,4000,Surgical,Primary
SE021,Paediatric lensectomy,Ophthalmology,9200,Surgical,Primary
SE021,Pediatric lens aspiration with posterior capsulotomy & anterior vitrectomy,Ophthalmology,9200,Surgical,Primary
SE021,Paediatric Membranectomy & anterior vitrectomy,Ophthalmology,9200,Unknown,Primary
SE022,Capsulotomy (YAG),Ophthalmology,1500,Surgical,Primary
SE023,SFIOL (inclusive of Vitrectomy),Ophthalmology,15000,Unknown,Primary
SE024,Secondary IOL / IOL Exchange / Explant,Ophthalmology,2000,Unknown,Primary
SE025,IRIS Prolapse – Repair,Ophthalmology,4000,Surgical,Primary
SE026,Iridectomy,Ophthalmology,2000,Surgical,Primary
SE027,Cyclocryotherapy / Cyclophotocoagulation,Ophthalmology,3700,Surgical,Primary
SE027,"Glaucoma Surgery (Trabeculectomy only) with or without Mitomycin C, including postoperative medications for 12 weeks (and wherever surgical or laser procedures required for bleb augmentation and anterior chamber maintenance)",Ophthalmology,11000,Surgical,Primary
SE027,Glaucoma Shunt Surgery,Ophthalmology,13000,Unknown,Primary
SE027,Pediatric Glaucoma Surgery,Ophthalmology,15000,Unknown,Primary
SE028,EUA for Confirmation of Pediatric Glaucoma,Ophthalmology,3000,Unknown,Primary
SE029,For retinal tear repair Per Eye Per Sitting,Ophthalmology,1500,Unknown,Primary
SE029,Pan Retinal Photocoagulation (PRP) - Retinal Laser including 3 sittings / package of retino laser photocoagulation (3 sittings per eye for both eyes),Ophthalmology,8500,Unknown,Primary
SE030,ROP Laser - Per Eye,Ophthalmology,5000,Surgical,Primary
SE031,Retinal Cryopexy,Ophthalmology,3800,Surgical,Primary
SE032,Vitreoretinal Surgery (with Silicon Oil Insertion),Ophthalmology,17900,Surgical,Primary
SE033,SOR (Silicon Oil Removal),Ophthalmology,9300,Surgical,Primary
SE034,Endophthalmitis (excluding Vitrectomy),Ophthalmology,8000,Unknown,Primary
SE035,Without implant,Ophthalmology,8400,Surgical,Primary
SE035,With implant,Ophthalmology,8400,Surgical,Primary
SE036,Evisceration,Ophthalmology,3800,Surgical,Primary
SE037,Exenteration,"Ophthalmology, Surgical Oncology",15000,Surgical,Tertiary
SE038,Socket Reconstruction including Amniotic Membrane Graft,Ophthalmology,11200,Surgical,Primary
SE039,Orbitotomy,Ophthalmology,14000,Surgical,Primary
SE040,GA / EUA separate add on package,Ophthalmology,3000,Unknown,Primary
SG001,Oesophagectomy,"General Surgery, Surgical Oncology",28300,Surgical,Tertiary
SG002,Operations for Replacement of Oesophagus by Colon,"General Surgery, Pediatric Surgery",30500,Surgical,Tertiary
SG003,Bleeding Ulcer - Partial Gastrectomy without Vagotomy,General Surgery,25000,Surgical,Tertiary
SG003,Bleeding Ulcer - Partial Gastrectomy with Vagotomy,General Surgery,25000,Surgical,Tertiary
SG003,Partial Gastrectomy for Carcinoma,"General Surgery, Surgical Oncology",27800,Surgical,Tertiary
SG003,Subtotal Gastrectomy for Carcinoma,"General Surgery, Surgical Oncology",27800,Surgical,Tertiary
SG003,Total Gastrectomy - Lap.,"General Surgery, Surgical Oncology",51600,Unknown,Tertiary
SG003,Total Gastrectomy - Open,"General Surgery, Surgical Oncology",51600,Surgical,Tertiary
SG004,Operative Gastrostomy,"General Surgery, Pediatric Surgery",15000,Surgical,Tertiary
SG005,G J Vagotomy,General Surgery,23500,Surgical,Tertiary
SG005,Vagotomy + Pyloroplasty,General Surgery,23500,Surgical,Tertiary
SG006,Operation for Bleeding Peptic Ulcer,General Surgery,22500,Surgical,Tertiary
SG007,Gastric Perforation,General Surgery,18500,Surgical,Tertiary
SG007,Duodenal Perforation,General Surgery,18500,Surgical,Tertiary
SG008,Pyloroplasty,"General Surgery, Pediatric Surgery",14000,Surgical,Tertiary
SG009,Pyloromyotomy,"General Surgery, Pediatric Surgery",15000,Surgical,Tertiary
SG010,Gastrojejunostomy,"General Surgery, Surgical Oncology",18500,Surgical,Tertiary
SG011,CystoJejunostomy - Open,"General Surgery, Pediatric Surgery",20000,Surgical,Tertiary
SG011,CystoJejunostomy - Lap.,"General Surgery, Pediatric Surgery",20000,Surgical,Tertiary
SG011,Cystogastrostomy - Open,"General Surgery, Pediatric Surgery",20000,Surgical,Tertiary
SG011,Cystogastrostomy - Lap.,"General Surgery, Pediatric Surgery",20000,Surgical,Tertiary
SG012,Feeding Jejunostomy,"General Surgery, Surgical Oncology, Pediatric Surgery",10000,Surgical,Tertiary
SG013,Ileostomy,"General Surgery, Pediatric Surgery",14000,Surgical,Tertiary
SG014,Congenital Atresia & Stenosis of Small Intestine,"General Surgery, Pediatric Surgery",23000,Surgical,Tertiary
SG015,Operation for Duplication of Intestine,"General Surgery, Pediatric Surgery",18000,Surgical,Tertiary
SG016,Excision Duodenal Diverticulum,General Surgery,20000,Surgical,Tertiary
SG016,Excision Meckel's Diverticulum,"General Surgery, Pediatric Surgery",15000,Surgical,Tertiary
SG017,Open,"General Surgery, Pediatric Surgery",11000,Surgical,Tertiary
SG017,Lap.,"General Surgery, Pediatric Surgery",11000,Surgical,Tertiary
SG018,Appendicular Perforation,"General Surgery, Pediatric Surgery",17500,Surgical,Tertiary
SG019,Operative drainage of Appendicular Abscess,"General Surgery, Pediatric Surgery",12000,Surgical,Tertiary
SG020,Open,"General Surgery, Surgical Oncology",23000,Unknown,Tertiary
SG020,Lap.,"General Surgery, Surgical Oncology",23000,Surgical,Tertiary
SG021,Right - Open,"General Surgery, Surgical Oncology",25000,Unknown,Tertiary
SG021,Right - Lap.,"General Surgery, Surgical Oncology",25000,Surgical,Tertiary
SG021,Left - Open,"General Surgery, Surgical Oncology",25000,Unknown,Tertiary
SG021,Left - Lap.,"General Surgery, Surgical Oncology",25000,Surgical,Tertiary
SG022,Operative Management of Volvulus of Large Bowel,"General Surgery, Pediatric Surgery",25000,Surgical,Tertiary
SG023,Colostomy,"General Surgery, Surgical Oncology, Pediatric Surgery",14000,Surgical,Tertiary
SG024,Closure of stoma,"General Surgery, Surgical Oncology, Pediatric Surgery",14500,Surgical,Tertiary
SG025,Sigmoid Resection,General Surgery,21500,Surgical,Tertiary
SG026,Perineal Procedure for Rectal Prolapse,General Surgery,14000,Surgical,Tertiary
SG027,Open,General Surgery,19000,Unknown,Tertiary
SG027,Lap.,General Surgery,19000,Unknown,Tertiary
SG028,Rectal Polyp Excision,"General Surgery, Surgical Oncology",9600,Surgical,Tertiary
SG029,Open,"General Surgery, Surgical Oncology",28500,Surgical,Tertiary
SG029,Lap.,"General Surgery, Surgical Oncology",28500,Surgical,Tertiary
SG030,Open,"General Surgery, Pediatric Surgery",25000,Surgical,Tertiary
SG030,Lap.,"General Surgery, Pediatric Surgery",25000,Surgical,Tertiary
SG031,Procedure for Fissure in Ano,General Surgery,8000,Surgical,Tertiary
SG032,without Stapler,General Surgery,15000,Surgical,Tertiary
SG032,with Stapler,General Surgery,15000,Surgical,Tertiary
SG033,Management of Pilonidal Sinus,General Surgery,5000,Surgical,Tertiary
SG034,Exicision of Sinus and Curettage,General Surgery,5000,Surgical,Tertiary
SG035,Exploratory Laparotomy,"General Surgery, Pediatric Surgery",10000,Surgical,Tertiary
SG036,Closure of Burst Abdomen,"General Surgery, Pediatric Surgery, Obstetrics & Gynecology",15000,Surgical,Tertiary
SG037,Open,"General Surgery, Surgical Oncology, Pediatric Surgery",20000,Surgical,Tertiary
SG037,Lap.,"General Surgery, Surgical Oncology, Pediatric Surgery",20000,Surgical,Tertiary
SG038,Abdominal Hydatid Cyst (Single Organ),"General Surgery, Pediatric Surgery",15800,Surgical,Tertiary
SG039,Without Exploration of CBD - Open,"General Surgery, Pediatric Surgery",22800,Unknown,Tertiary
SG039,With Exploration of CBD - Open,"General Surgery, Pediatric Surgery",22800,Surgical,Tertiary
SG039,Without Exploration of CBD - Lap.,"General Surgery, Pediatric Surgery",22800,Surgical,Tertiary
SG039,With Exploration of CBD - Lap.,"General Surgery, Pediatric Surgery",22800,Surgical,Tertiary
SG040,Open,"General Surgery, Pediatric Surgery",10000,Surgical,Tertiary
SG040,Lap.,"General Surgery, Pediatric Surgery",10000,Surgical,Tertiary
SG041,Operation of Choledochal Cyst,"General Surgery, Pediatric Surgery",24500,Surgical,Tertiary
SG042,Open,"General Surgery, Pediatric Surgery",25000,Surgical,Tertiary
SG042,Lap.,"General Surgery, Pediatric Surgery",25000,Surgical,Tertiary
SG043,Bypass - Inoperable Pancreas,"General Surgery, Surgical Oncology",23500,Surgical,Tertiary
SG044,Distal Pancreatectomy with Pancreatico Jejunostomy,"General Surgery, Surgical Oncology, Pediatric Surgery",25000,Surgical,Tertiary
SG045,PancreaticoDuodenectomy (Whipple's),"General Surgery, Surgical Oncology",30000,Surgical,Tertiary
SG046,Porto Caval Anastomosis,General Surgery,31500,Surgical,Tertiary
SG047,Mesenteric Caval Anastomosis,General Surgery,28500,Surgical,Tertiary
SG048,Mesenteric Cyst – Excision,"General Surgery, Pediatric Surgery",15000,Surgical,Tertiary
SG049,Retroperitoneal Tumor – Excision,"General Surgery, Surgical Oncology, Pediatric Surgery",23000,Surgical,Tertiary
SG050,Inguinal - Open,General Surgery,14200,Unknown,Tertiary
SG050,Inguinal - Lap.,General Surgery,14200,Unknown,Tertiary
SG050,Femoral - Open,General Surgery,14200,Surgical,Tertiary
SG050,Femoral - Lap,General Surgery,14200,Surgical,Tertiary
SG050,Obturator - Lap.,"General Surgery, Pediatric Surgery",20000,Unknown,Tertiary
SG051,Epigastric,"General Surgery, Pediatric Surgery",17400,Surgical,Tertiary
SG051,Umbilical,"General Surgery, Pediatric Surgery",17400,Surgical,Tertiary
SG051,Paraumbilical,"General Surgery, Pediatric Surgery",17400,Unknown,Tertiary
SG051,Spigelian,"General Surgery, Pediatric Surgery",17400,Surgical,Tertiary
SG052,Repair of Incisional Hernia,"General Surgery, Pediatric Surgery",20000,Surgical,Tertiary
SG053,Hiatus Hernia Repair - Open,"General Surgery, Pediatric Surgery",23500,Surgical,Tertiary
SG053,Hiatus Hernia Repair - Lap.,"General Surgery, Pediatric Surgery",23500,Surgical,Tertiary
SG053,Fundoplication - Open,"General Surgery, Pediatric Surgery",23500,Surgical,Tertiary
SG053,Fundoplication - Lap.,"General Surgery, Pediatric Surgery",23500,Surgical,Tertiary
SG054,Single Cyst,General Surgery,2000,Surgical,Tertiary
SG054,Multiple Cysts,General Surgery,7000,Surgical,Tertiary
SG055,Excision Filarial Scrotum,General Surgery,6500,Surgical,Tertiary
SG056,Operation for Hydrocele (U/L),"General Surgery, Pediatric Surgery",5000,Surgical,Tertiary
SG057,Epididymal Cyst exision,"General Surgery, Pediatric Surgery",4600,Surgical,Tertiary
SG057,Epididymal Nodule excision,"General Surgery, Pediatric Surgery",4600,Surgical,Tertiary
SG058,Vasovasostomy,"General Surgery, Urology",12000,Surgical,Tertiary
SG059,Orchidectomy,"General Surgery, Surgical Oncology, Pediatric Surgery",11200,Unknown,Tertiary
SG060,Inguinal Node (dissection) - U/L,"General Surgery, Pediatric Surgery",16000,Surgical,Tertiary
SG061,Estlander Operation (lip),"General Surgery, Surgical Oncology",9300,Surgical,Tertiary
SG062,Wedge Excision,"General Surgery, Surgical Oncology",19000,Surgical,Tertiary
SG062,Wedge Excision and Vermilionectomy,"General Surgery, Surgical Oncology",23800,Unknown,Tertiary
SG062,Cheek advancement,"General Surgery, Surgical Oncology",26800,Surgical,Tertiary
SG063,Complete Excision of Growth from Tongue only (inclusive of Histopathology),"General Surgery, Surgical Oncology, Pediatric Surgery",9400,Surgical,Tertiary
SG064,Excision of Growth from Tongue with neck node dissection,"General Surgery, Surgical Oncology",23500,Surgical,Tertiary
SG065,Microlaryngoscopic Surgery,General Surgery,18500,Surgical,Tertiary
SG066,Submandibular Mass Excision,"General Surgery, Surgical Oncology",15000,Surgical,Tertiary
SG067,Radical Neck Dissection,"General Surgery, Surgical Oncology, ENT",15000,Surgical,Tertiary
SG068,Surgical removal of Branchial Cyst,"General Surgery, ENT",15000,Surgical,Tertiary
SG069,Carotid Body tumour - Excision,"General Surgery, Surgical Oncology, CTVS",20000,Surgical,Tertiary
SG070,Hemi thyroidectomy,"General Surgery, Surgical Oncology, Pediatric Surgery, ENT",17000,Surgical,Tertiary
